"x1","x2","y"
4.39224860942288,5.79756682126329,24.4839254180816
3.20123368481274,6.93832242828623,30.9419137659478
6.7170138696747,3.66876516444557,24.8483167224116
2.62696990653921,6.63323644242837,23.1819512983316
3.15957284874053,7.00594944884913,25.8989734850336
7.33414586585022,2.51820985810518,21.2521437521957
1.46614442358226,8.55227984259984,27.7879293017111
5.7636697868984,4.42828501869374,24.1518980702731
6.09511100231974,3.62960538351417,24.1872241594222
7.40251672944286,3.70905492110859,21.6839736025689
4.7447550731739,4.78122032558674,23.8524771277599
5.39457956791272,5.20911187571716,26.1413473505562
2.07501535982442,8.99148110156897,31.6881988808832
6.01159372450254,4.74082568229862,22.3390611698222
5.62722734166755,4.9436206296981,23.1256640911005
7.66734778129652,2.71374541608894,22.3587132174387
7.26854630958607,3.7455559243059,24.4095008608885
4.824993574611,5.6578075533737,30.3133898784742
2.10966036292513,8.39276855461474,27.2513583504468
5.16065020434725,4.81350001648579,25.854364474245
0.741317496757998,9.325045581889,35.4507567077443
5.41774580775077,5.31007811641935,23.0136717763134
5.41938661391084,3.12145143452854,26.9127798578952
4.85223257176626,5.60701485314602,26.1647311474843
5.91521674837667,4.04146275347054,26.2478245565402
4.24512052612901,5.46517399992059,25.6178470162936
3.3749098605423,6.40703690592656,27.2931630835709
5.37638109662293,3.93357068091809,25.5094213511813
5.65692812537068,3.30586636386533,21.294641105027
2.36336335534532,8.10146328660004,27.9565017264589
3.50089527431391,6.53166864293121,26.0681930989991
6.77702546487752,2.43350612299198,18.9723485372742
3.08158768402577,5.79475389088356,23.3430354403856
1.64926813325253,8.28062205450593,23.8509708795893
4.66265802890232,5.83807218334156,26.9777476714314
4.87787166999475,5.18747437183573,28.0786295086063
6.37309620686905,3.27270834485014,22.3598140159096
4.89400810611784,5.05981742713147,26.0537457059064
7.81989381339317,3.17731864900507,24.4339496331975
2.72205617478661,7.03284395604638,25.9389928647985
7.35491319904046,2.64145818929321,21.4523163367877
2.63248956822219,6.79780085869377,27.0150970142228
4.00253890182879,5.28563101349099,23.7128932580711
5.29956758558923,5.73562925599863,25.131897407622
1.91149093023131,8.47786253776963,29.60598773866
9.36646664065461,0.150110030833549,21.7305764513818
7.05678460908211,2.8524197688723,20.6551375191114
3.04451305323506,7.48958905320225,28.033449522988
2.35205513978585,8.01810671485062,26.5531440082132
0.535044177173513,9.57139516020302,26.1953711346084
9.30859108875832,0.343125788969982,22.3153087703567
8.0795419248564,1.82221975822661,19.763189892039
5.88827522465404,4.58438689409491,23.0015911739517
2.30968646680161,8.74563529194494,29.9696060290902
8.45983846123659,3.08387949280232,24.3326778759216
4.61363506108077,6.26054649416743,23.9898884653076
1.94170713854226,8.04166099208292,27.0571400597288
4.62146613088384,4.97925624287911,25.7441793358731
7.48098774589857,2.50369863042159,22.2825457712368
6.15499042335167,4.53624638368297,27.3638041596711
1.20767853393572,9.41431402462971,32.2001084643335
4.23799108999596,6.02109641525697,27.3049803173389
4.87018988212498,4.3471949938659,23.9523593774289
3.49131635203581,6.88573316671801,27.2492795725459
4.42232194493371,5.90670146192814,24.4514505277122
1.99188797621237,7.45442946961465,27.4508384165133
7.43248680584013,2.53468969538592,23.5862487853811
4.89071644351573,5.57800294154749,26.2346004708635
4.06529624369108,7.03276910481182,27.2065832211004
