"Group","Y"
"A",97.7702139564945
"A",99.9198717087243
"A",92.372917320023
"A",96.9456311267826
"A",101.440603791142
"A",80.659978995557
"A",106.112220295441
"A",99.6435187293738
"A",95.9725981926379
"A",98.1408795640525
"A",91.8355950207805
"A",93.2718826456248
"A",86.1634907296565
"A",91.2560358139671
"A",114.865044721955
"A",105.886445529482
"A",109.474718521352
"A",101.517223032432
"A",82.3442790015467
"A",103.818170941265
"A",96.5693104543637
"A",94.0152229117858
"A",91.8946646132783
"A",96.1094823822805
"B",98.246778227903
"B",98.7360062955954
"B",98.7227078404973
"B",99.9883246224481
"B",99.2496148983615
"B",99.7207710794589
"B",100.408295427592
"B",96.965348196178
"B",96.759985150891
"B",98.167841680243
"B",98.5036142312359
"B",99.2871913763967
"B",99.0399275558388
"B",100.245348310992
"B",98.5509622829638
"B",98.9841281946203
"B",100.549598299614
"B",99.065896948365
"B",99.5895636527374
"B",97.5324495694172
"B",100.006808054313
"B",99.06295617908
"B",99.8981917844898
"B",98.7176901407674
"C",102.43258013734
"C",102.198665031951
"C",103.052658304532
"C",101.604185761292
"C",101.500252558098
"C",100.014994429365
"C",102.449030439403
"C",101.895694334912
"C",99.472960317358
"C",101.346805971528
"C",101.988298618537
"C",100.954363025212
"C",101.391178298421
"C",102.067627518063
"C",101.57225394574
"C",103.029053363364
"C",101.710951892104
"C",102.725414147675
"C",102.048686619974
"C",101.917817303426
"C",103.339808185578
"C",104.102829950238
"C",102.439910567349
"C",102.743979278541
"D",97.5613459383779
"D",92.9122563329297
"D",96.5003285750805
"D",100.839423211782
"D",88.359593282159
"D",112.972841987129
"D",107.960993744844
"D",102.251333027749
"D",104.962638864169
"D",97.6206921198967
"D",118.774521744858
"D",103.618958343736
"D",111.653278000427
"D",107.563420463175
"D",98.7748806074796
"D",101.571444963255
"D",101.873559499607
"D",94.9422417129122
"D",112.812661439696
"D",118.450108037131
"D",112.448128528836
"D",96.1866629012484
"D",107.365171656163
"D",108.023515017357
